senDfa0,senDfa1,senDfa2,senDfa3,senDfa4,senDfa5,senDfa6,senDfa7,senDfa8,senDfa9,senDfa10,senDfa11,senDfa12,senDfa13,senDfa14,senDfa15,senDfa16,senDfa17,senDfa18,senDfa19,senDfa20,senDfa21,senDfa22,senDfa23,senDfa24,senDfa25,senDfa26,senDfa27,senDfa28,senDfa29,senDfa30,senDfa31,senDfa32,senDfa33,senDfa34,senDfa35,senDfa36,senDfa37,senDfa38,senDfa39
-0.0018662394661351077,-0.0002231663875006716,3.6433031089372384e-05,-0.00011835210503791499,-4.2511724101756596e-05,-0.0010877358492500935,-0.0027945555669732962,-0.0005539177617588856,-0.004796698693607564,-0.00452266957759925,0.0010952033101387514,-0.0030824778488751565,-0.005386668026591983,-0.005700829758283565,-0.004111976001414366,-0.007130206420921502,0.0007227547799749067,-0.0028949126430509557,0.0005939375681249657,5.365302988852448e-06,-0.0024212754605992155,-0.005701852892693693,-0.0008778291661060984,-0.004179233766797944,-0.003922289649241808,0.001251350559923452,-0.0018688129555390765,-0.005071406474987764,0.0011805092747181078,-0.0011411366309332404,-0.00017342541364042047,-0.0031429618664665896,1.5174545262840569,1.228562246074739,1.510551151388294,1.2786137236896329,1.7099372124974113,1.2262892670663168,0.9422903102142834,1.9687768869873443
-0.005905157250468216,-0.006035991223620537,-0.006533379259892927,-0.003911986320665543,-0.004959929515322184,-0.0072109416852518034,-0.011510261697677951,-0.005935206069170115,-0.005116527136348498,-0.00863382743362239,-0.00673718183686053,-0.007548129976955072,-0.005588809540376183,-0.009281931955728457,-0.01189738630845162,-0.005812809606362681,-0.008045613820022514,-0.00853066873726053,-0.0041722295617517315,-0.006260183098058182,-0.007528324834741411,-0.005741635503259038,-0.008130484497506195,-0.010618822988586352,-0.007563630780783448,-0.005868318628412599,-0.007308110911859839,-0.004025235278276719,-0.007596319514701981,-0.008754999638636565,-0.009280465273348209,-0.010440030357644858,1.3726258828773004,1.1590777149492708,1.3908741550748267,1.1918933552049449,1.8859519083632452,1.2351789788077008,0.8874962372374002,1.9213379376970112
-0.005345360386239698,-0.0006209902106500889,-0.0008114582533002327,-0.0068398375568483145,0.0006554084798642834,0.0022855777312629022,-0.00092802452850854,0.00017921937645318058,-0.0017847013674659484,-0.003655552719005454,0.0023236624358003127,-0.003620467814644181,-0.003624512921984302,-0.003959139435812488,-0.004851965349967681,-0.0032303900730340828,0.002343839033206185,0.0004849071158121213,-0.002844150692768741,0.0005190054326236779,-0.00262475151764905,-0.004649737571606703,-0.0022800766212363755,-0.002929717119128208,-0.0027908419426321785,-0.0008854554938973357,-0.007787935673831263,-0.004852759527517263,0.002080811942246412,-0.0041071509346573476,0.0006132736096563861,-0.00469780129706849,1.2078789651986293,1.148879847265632,1.2761660641185972,1.2445805195227186,1.588815435197558,1.2603484609927758,1.1418650601357965,1.982885390513044
-0.014022199471158072,-0.010608502632649165,-0.011000736113473365,-0.009906473975772054,-0.006414424799438545,-0.004581634741057552,-0.004003388074961817,-0.007351071078752683,-0.009352354773757005,-0.007331719428137697,-0.0066913476620510315,-0.01786933422736468,-0.012611978120429544,-0.013265708908596293,-0.008981195559467733,-0.008755239392664229,-0.005060349828430695,0.00036730226381857843,-0.0034208952457960022,-0.0038339998756861025,-0.011355601280632512,-0.010758663011654663,-0.005190681434686114,-0.005925239422230795,-0.008255069345765156,-0.004591043549354647,-0.0056650030256336,-0.006196937672590997,-0.0014201051312364985,-0.006193498835512993,-0.003444725044407217,-0.005769824690572984,1.1676568744324305,1.2200985080524491,1.4183142671623141,1.4386121860989742,1.7915111335900191,1.4243372537202712,1.2110153456664088,1.98964080530376
-0.0010466095673119027,-0.0012694778807579106,-0.0017952194054807933,-0.001476636219567047,0.002463420298843882,0.0003482831260525565,-0.0022666385847418358,-8.89576322227385e-05,-0.0007856399058920112,-0.006371113427791735,-0.0007050259858782951,-0.0013022892229627215,-0.006958091419639514,-0.0039784388866615705,-0.002331848288820232,-0.004827344533064726,-0.00042911088338770935,0.0020528379533698076,0.003471714434090967,0.0032546665417183787,-0.0030923488720568985,-0.002585184021854735,0.0037725068144825826,-0.0016895283813926525,-0.00024384664768014756,-0.0032589615466305944,-0.004436968784387656,-0.003159153976081427,-0.0007406132360199447,-0.004367458579373556,-0.0012860234390177064,-0.0008861307722204488,1.1126885713396333,1.1403524481262035,1.4652487189373526,1.3008920235007708,1.9090172504624892,1.3549698458468658,1.050921931633562,1.954508867383552
-0.03714646773137672,-0.03015359751899837,-0.02908706959933856,-0.043838069235564325,-0.0392713200191981,-0.02480830211219926,-0.027561141411332427,-0.04056618968169965,-0.03130568327854137,-0.02473721459211706,-0.033385653433527056,-0.027176413341066148,-0.018824615127722752,-0.0133254374651994,-0.015107957194401394,-0.02089817302179501,-0.034457686917613285,-0.027387207426013874,-0.037521533797147504,-0.030583095285448243,-0.03568312461710297,-0.028785125126898188,-0.02568307671016101,-0.020687513532718804,-0.01670867316045731,-0.03230738452622424,-0.01932012746381719,-0.015550515553017076,-0.024352092284689056,-0.012563284348848722,-0.02008567233881268,-0.015337030201572578,1.125721460801571,1.2187493234932545,1.46013685916036,1.3957913333402951,1.8152143548956299,1.1338640375083058,1.0491560334334216,1.9616646264704685
-0.005752265390754142,-0.00634802159446689,-0.007102372818202451,-0.0046425987911253965,-0.006369610649360389,-0.005094242284321792,-0.016679136479900408,-0.010962043356237258,-0.015972625037393978,-0.015899480512551446,-0.009589129489194518,-0.005703597584709357,-0.003757183504052675,-0.003569287092962539,-0.004892130208452711,-0.003923388553688613,-0.0044297052256704605,-0.003445790814550339,-0.003878029438513005,-0.007003225592868646,-0.007845566871133903,-0.012582771505021049,-0.0039576454479378865,-0.0028287274239308,-0.019818802961440302,-0.006944713880688891,-0.017093506465149025,-0.007937744177406714,-0.005343886135892576,-0.007026890681309325,-0.0036656100069213955,-0.004471965819147647,1.1247661546632928,1.3012664994000331,1.4881735295163072,1.3137646684819422,1.8060649018341195,1.3077068010492614,0.963284577138947,1.97597050407738
-0.002554703592567743,-0.005100237905825091,-0.00822594862069197,-0.002910166424197037,-0.00781812950590709,-0.009333849660515477,-0.006011352447036792,-0.0067555324222102146,-0.01598756259461815,-0.005521401142509729,-0.0058207642615222994,-0.006192107514389498,-0.0061269068570489384,-0.006157493169936525,-0.009424019493579315,-0.005085957131422845,-0.00039695829616855603,-0.010213283898434771,-0.008721051852075657,-0.006495218830076532,8.521059557284628e-05,-0.005877872448610379,-0.008717834878815842,-0.009015617498591944,-0.00761548407087168,-0.006129899047055014,-0.0029910809601218463,-0.010776529617788924,-0.005847361228864755,-0.007962376813855114,-0.005704782805254756,-0.006596660900990848,1.337141913054634,1.3088276746147969,1.501003115129352,1.5728329698556336,1.968614067970588,1.199041799096573,0.6981670188537397,1.9232374263714018
-0.005267593837071108,-0.004127950487319894,-0.00671745795917405,-0.0046434387854982035,0.0015777337085083794,0.0018271155629390333,-0.0030869007066735587,-0.0015789549869805511,-0.003214306828724428,-0.005208671168001447,0.00019939644166641773,-0.0026086521090198955,-0.0010205662681057556,-0.00047017759663767227,-0.002819846818658527,-0.008822581303768631,-0.0008557521028835383,0.0003033312111245114,-0.005501103376308705,-0.0009451805014247547,-0.0028708086748308274,-0.0025930333966238195,-0.0012325631690721026,-0.004314839367119525,-0.0011823586746228687,-0.004048717521906818,-0.00765068827853578,-0.008987228813791121,-0.0008752515547981957,-0.005197665764286705,-0.0033470874813979405,-0.005371521190961932,1.1684872783368665,1.0694771451188043,1.4904107516516791,1.282595216117538,1.6611348811920723,1.1818605823128387,1.2694978104795545,1.9666448364249212
-0.00048473412040190075,-3.7213562832543346e-05,0.0005089211332868196,-0.0008676913057054465,-0.001540941134560076,-0.0032738774347606647,-0.0008733142849933086,-0.002337840034742587,-0.00215362637496396,-0.003550550328557992,-0.0018023958341821765,-0.007339360774742913,-0.003967102869914,-0.006038346399087354,-0.003723016481184288,-0.002990559326320005,-0.0020154123068587032,-0.0007230634641687906,-0.004222675003529046,-0.0028642792643890987,-0.00452487448268644,-0.0023104505791702824,-0.005899446127994345,-0.009207050475098323,0.0007558380740794211,-0.002854594747027648,-0.0014952389314112945,-0.004641176837313458,0.00039385965961699626,-0.004681571678593522,-0.0017807737447219465,-0.00530961641356539,1.11075014927002,1.232001000620773,1.242365143550449,1.3778540243056785,1.501957845721201,1.1986805312945776,0.9671482723297768,1.938323347049681
-0.009725203371959569,-0.009647002415700332,-0.008471026493601234,-0.004523847918109184,-0.018497894185084008,-0.0076441978535423515,-0.0037544167215957857,-0.0030224869350807012,-0.006820922932621596,-0.010491843330128174,-0.0095647671843334,-0.015455830526114697,-0.011664820700531226,-0.009589981665690365,-0.01443596001501464,-0.01339298499185013,-0.010543591255707757,-0.00354525079117575,-0.027792668753096644,-0.0236917748497081,-0.006591421480000287,-0.0029573945846835896,-0.02556381023030408,-0.010498378499673049,-0.001277182708272579,-0.0030858597939339987,-0.01660596856055107,-0.009761328463241258,-0.003965489564096891,-0.013841323296100149,-0.009415057040198382,-0.012343688983583644,1.1206599994996316,1.0272223324733003,1.36096403095971,1.126831725681546,1.4644775218853667,0.959341767893162,1.020887957466941,1.944410026275618
-0.010604350796820159,-0.006506529900713761,-0.004488311843617729,-0.007183520295129606,-0.003658477418078649,-0.00592584179912297,-0.004782707744926456,-0.0033635186499297947,-0.006575488650708838,-0.008309313719070536,-0.005350708914199983,-0.011240135051079552,-0.014151764531214566,-0.0139757757876211,-0.01796730104869811,-0.01294957437871485,-0.005189826440222227,-0.00437195391072021,-0.006707199500732002,-0.00820036528232965,-0.014420960933255029,-0.012902040156205262,-0.012337985801553365,-0.011836579323109804,-0.005419879065799503,-0.005564759565194143,-0.009798684424196588,-0.01180989360550284,-0.0024956411764192514,-0.00741901953397434,-0.008376739712124505,-0.01408770532991311,1.124979473601954,1.0899353579412387,1.3921617645987203,1.175835305173952,1.8880624861161424,1.2933154061810008,1.085338312586924,1.8973484523217776
-0.006129111609853888,-0.004177628934732636,-0.003114084989402573,-0.0012764769575567395,-0.0034766828622594644,-0.003465628571067006,-0.006197891813186985,-0.002894681062594115,-0.007282935942397302,-0.011122009929494437,-0.003684933515233183,-0.0058781521602684315,-0.009782200889976271,-0.006420691384682757,-0.006317812246007246,-0.011440767242225407,-0.0026328402510250506,-0.0020434672113150416,-0.00031347319777302516,0.00030677469101382765,-0.004751733033114335,-0.006451802868303935,-0.0020021479248353165,-0.009277673000001471,-0.009949022160571277,-0.00684736266597578,-0.00995155857428262,-0.012477323123784616,-0.003982740595723171,-0.011543491548355956,-0.006145723788891668,-0.0076356169282787425,1.1085642349504938,1.3255893219602797,1.3964483208195002,1.0575972876456277,1.9706126222787628,1.1225547697073501,1.2565766932767035,1.980817131750474
-0.008819540650810422,-0.006262198064045626,-0.005581520314689635,-0.010377839570172591,-0.01068448934082498,-0.0050818064953214465,-0.00031246162509583646,-0.008750664479763021,-0.006090633552603877,-0.005584489498983867,-0.00612544731761836,-0.008914447066107969,-0.00830334520952202,-0.006628372517201786,-0.004365714030118245,-0.0061073631592175465,-0.004848034571443911,-0.002867607010690452,-0.008501647213230951,-0.008245371286985955,-0.005670618340773629,-0.005094583806664608,-0.008049930796685895,0.0014103895427946126,-0.0069965136145064746,-0.004494859712277506,-0.012345688892773873,-0.009652115845629644,-0.0011033077229072683,-0.005980310978362578,-0.002310560683899749,-0.0027612913411608144,1.2193493821606856,1.30949651772885,1.5768337486383428,1.121572890844073,1.7911905647782045,1.2394833308892867,1.0574359886351083,1.9736282188646768
-0.006549865216406564,-0.0071317385515966124,-0.0058892221523933475,-0.0042070207319751425,-0.0019829548413081853,-0.004699992777626576,-0.002502409405576444,-0.0035111362532425907,-0.003745262801136894,-0.00592082624853233,-0.004793552265909011,-0.005170184980225967,-0.004893699839846262,-0.004716750096961803,-0.005759842796269761,-0.009313694090567804,-0.003716291611410003,-0.0001697805305886346,-0.00035672268537417264,-0.001885778316434728,-0.0050463148148273615,-0.008276460893555377,-0.0034204343006143264,-0.0061514076298094965,-0.01533973501878565,-0.005474466088923345,-0.011344945483961076,-0.007011876177455613,-0.006211594249209289,-0.0026240335010931834,-0.0040946474615357635,-0.003614804880776014,1.1729128735375711,1.1269548339070845,1.2996871725749055,1.3978881695634382,1.7856460782725414,1.2086382009232837,1.1514991921407485,1.9676223016467815
-0.002963685758833247,-0.0006336817945527874,-0.00011069826130464297,-0.0003139541263595545,0.001229252927997174,-0.003808059812374165,-0.002458675486882052,-0.0007567463739140383,-0.002389446686508336,-0.009178778058343415,-0.0016254101941262195,-0.0032175211601601548,-0.007782702498374033,-0.004262208078812148,-0.002923652032933027,-0.012580381333043254,-0.0028717578962902577,-0.0053787655411099144,-0.000509782704269271,-0.0007267347105189571,-0.00831382703731726,-0.007237755147164051,-0.002325153227724037,-0.0033610133316709107,-0.0062543739829954035,-0.007266023624837931,-0.004923862717347178,-0.006436898072500776,-0.00014437380535027038,-0.0036897336282892467,-0.0003973894831156138,-0.002717186888018209,1.5519617505082381,1.5888001341730913,1.5285179614357909,1.4160847492796698,1.7911568654227268,1.4379249630864996,1.1777510760156311,1.9583119874629318
-0.0018325887435948914,-0.0006788345147473397,-0.0005032808505546418,-0.001991519230379795,-0.003047011110702081,-0.0028033831302321554,-0.0019294045330906613,-0.0024720620209698835,-0.005176799502539126,-0.0036186196399576494,-0.0007604257535957014,-0.0042366317983850155,-0.005735494608420156,-0.0059905221246729186,-0.0037974251210013852,-0.005054492952924676,-0.0012716824467179195,-0.003289289769504279,-0.00027611202854147156,-0.002064369223909593,-0.0028435579945248674,-0.004133088609037698,-0.002675790020108899,-0.0046089791119456784,-0.003928666420916375,-0.0035854884851184775,-0.004502859890865779,-0.006059318094187553,-0.0023294737077726568,-0.005492108445734509,-0.002462877501251565,-0.003225619690945819,1.1207366736385591,0.9883359522446421,1.441269891917891,1.3860727335003964,1.700654146077112,1.234379445273491,1.2406450054467018,1.9554458528060252
-0.008457261256229252,-0.005215473192307632,-0.003588319890626499,-0.0010370416951199163,-0.004237835649589011,-0.002358508445032173,-0.0007093578122571285,-0.00016748553884113497,-0.002293242541577695,-0.008793951555286145,-0.00438524369689451,-0.009003569906624197,-0.004888082708369638,-0.007071464643185999,-0.007015246427560001,-0.006087115670895989,-0.008728784005943808,-0.0009253109777490392,-0.0042368598525282615,-0.008808399000363655,-0.003399593750034496,-0.0032397435672106715,-0.00352395366884434,-0.0008010677955022754,-0.001170456024974876,-0.0018920821284762266,-0.007842353817782529,-0.004032355287299037,-0.0031159159705074577,-0.005697244277975968,-0.005574229367854776,-0.007152959479190809,1.1814026351716966,1.1013040534129974,1.48476387521466,1.3085460747935262,1.7857463276865744,1.0658889853361009,1.0946656733407172,1.9288464061617376
-0.005430765934287259,-0.005281278378954524,-0.007227738767339722,-0.006365288775307459,-0.008547820914938949,-0.009655937402249409,-0.010821362685536023,-0.002819588299474364,-0.005370241713588343,-0.009741831043020623,-0.006479319010227152,-0.006821782883854695,-0.011166877035783595,-0.009557778098979971,-0.008594892109956448,-0.009873746662927282,-0.0043595685885383356,-0.0030027120031150263,-0.003034710008446939,-0.00382309033183024,-0.003968551138763383,-0.00537214659025529,-0.005049476096800157,-0.008468128193087902,-0.0060920816789390405,-0.008260590250182788,-0.010281511279947458,-0.00961189006366788,-0.01028867614727771,-0.014163348409714747,-0.011601988174998478,-0.0122863682137482,1.30051593594977,1.4808821412714992,1.2651645903863324,1.11219483133545,1.9106256894230855,1.2856517604129771,0.9655169661823938,1.9619809560760573
-0.0043328156357169785,-0.0032857789178517755,-0.0029881742577316565,-0.0035148371353979466,-0.0034973785568293858,-0.0017186526324261008,-0.0011689092273304853,0.0011288074694743287,-0.006617264291672584,-0.00728478874107907,-0.002609437437928481,-0.005493560911503614,-0.00841500045629507,-0.004937810996599885,-0.0024037456140897626,-0.008444584224093051,0.0003697142867075345,0.0008628331154153094,0.0017871333995144376,-0.0007853577180183726,-0.00548189195274169,-0.007825501126422912,-0.0008894333229945748,-0.007183247133863805,-0.004994992271511448,-0.0035494772065797937,-0.013537478406999577,-0.005643727316360914,0.0004998683051454023,-0.008784771245786183,-0.002569700226819843,-0.00379517984499809,1.1973907861081408,1.1998599844262046,1.4683659330851135,1.275249421121095,1.8549398937321704,1.2734672784066614,0.8258791780401677,1.9454588291187866
-0.0056155627376933215,-0.006560165409926426,-0.010649211841780151,-0.012065428678581404,-0.004483334456667103,-0.005719702492656056,-0.010798199398716565,-0.014684977460655875,-0.01022854071355362,-0.006635280879800632,-0.0058494383375034716,-0.009891274577125395,-0.011328447476520877,-0.011240172989028465,-0.007002106849807339,-0.009967328396794836,-0.003278018984722917,-0.013140469164734566,-0.003507190280478193,-0.0038550883245186155,-0.006352234212646654,-0.01262413436873558,-0.004173522044055625,-0.0072897028868671955,-0.0121692073015169,-0.013421695657787442,-0.011026775601934612,-0.009312571741325585,-0.01005971155332118,-0.005348256321246431,-0.00870941236811773,-0.00809150973127774,1.0883373873811877,1.3016196652737062,1.5093362748500725,1.053713820382003,1.9004787609531069,1.3202450725505797,1.2855635957712248,1.9592068393423308
-0.01202325268375672,-0.02054415691659685,-0.02560339125764732,-0.012516420325672413,-0.025403780531555425,-0.016536074812846215,-0.03071831441902757,-0.023473785758595447,-0.013862234580866956,-0.007446552210763469,-0.03331007395995151,-0.011241940394788078,-0.007947584310262962,-0.0094957052535201,-0.012995631317112248,-0.009335078786989788,-0.026120945502293342,-0.017259280201755708,-0.017103800123095845,-0.028476146020529124,-0.01471071638367785,-0.015514730219157918,-0.019065227723061108,-0.002370165454970823,-0.01807265128665133,-0.029590282605079912,-0.012445811090281377,-0.007117870734963024,-0.039220769687430185,-0.017314601797570217,-0.03012894006556305,-0.02072785215124445,1.3539252740802663,1.2206078235120974,1.3769900191766973,1.074813562159918,1.8575024500575497,1.2166586110688813,1.079649189315413,1.9936139689657415
-0.01299319937284278,-0.01460449362327756,-0.01143102237325098,-0.007538291066578949,-0.0077338095628372685,-0.018010804362750394,-0.013635931472878476,-0.014537875769896624,-0.01881273182159796,-0.013897121125510378,-0.013182771969035664,-0.01891082616497394,-0.014881443168768969,-0.015136178544403859,-0.012394972903938602,-0.005603450308586662,-0.015369910173614543,-0.00821120297145819,-0.021390996749179943,-0.012560100045348731,-0.017134658903328243,-0.015519040837758125,-0.01682234756106778,-0.01879958638831955,-0.01660365496338239,-0.014411298882606812,-0.012438453538734214,-0.011040756653837608,-0.009171013537812146,-0.015410191657480041,-0.010366341206064798,-0.014973844160453888,1.2974764943723212,1.296592320105317,1.532766067458018,1.3717083687402216,1.9403502468063192,1.4238323429884885,0.9437671504935023,1.9746722773734848
